orderid,subid,merid
"861728","879730","348"
"861728","879731","528"
"861728","879732","549"
"861728","879733","652"
"861730","879735","441"
"861730","879736","528"
"861730","879737","625"
"861731","879738","512"
"861731","879739","655"
"861732","879740","552"
"861732","879741","634"
"861732","879742","634"
"861733","879743","573"
"861735","879745","657"
"861736","879746","552"
"861736","879747","572"
"861737","879748","647"
"861738","879749","636"
"861739","879750","528"
"861739","879751","595"
"861741","879753","383"
"861741","879754","409"
"861741","879755","375"
"861741","879756","549"
"861741","879757","657"
"861742","879758","383"
"861742","879759","405"
"861742","879760","512"
"861742","879761","513"
"861744","879763","338"
"861744","879764","392"
"861744","879765","549"
"861744","879766","634"
"861744","879767","633"
"861746","879770","656"
"861747","879771","480"
"861747","879772","586"
"861747","879773","490"
"861747","879774","635"
"861747","879775","653"
"861748","879776","661"
"861749","879777","314"
"861749","879778","608"
"861749","879779","634"
"861752","879785","492"
"861753","879786","511"
"861753","879787","658"
"861754","879788","549"
"861755","879789","549"
"861756","879790","635"
"861756","879791","635"
"861759","879794","392"
"861759","879795","595"
"861760","879796","435"
"861760","879797","502"
"861761","879798","659"
"861763","879800","501"
"861763","879801","540"
"861763","879802","573"
"861763","879803","634"
"861763","879804","647"
"861763","879805","653"
"861764","879806","348"
"861764","879807","392"
"861764","879808","503"
"861764","879809","642"
"861765","879810","514"
"861765","879811","314"
"861765","879812","595"
"861766","879813","549"
"861766","879814","563"
"861767","879815","392"
"861767","879816","503"
"861767","879817","625"
"861767","879818","653"
"861767","879819","653"
"861767","879820","657"
"861767","879821","660"
"861768","879822","595"
"861769","879823","573"
"861769","879824","632"
"861769","879825","657"
"861770","879826","375"
"861770","879827","595"
"861771","879828","476"
"861771","879829","375"
"861771","879830","466"
"861771","879831","660"
"861772","879832","512"
"861772","879833","634"
"861772","879834","634"
"861772","879835","642"
"861773","879836","512"
"861774","879837","392"
"861774","879838","533"
"861774","879839","549"
"861774","879840","634"
"861774","879841","642"
"861774","879842","651"
"861775","879843","657"
"861777","879846","630"
"861778","879847","625"
"861778","879848","657"
"861779","879849","338"
"861780","879850","657"
"861781","879851","392"
"861781","879852","375"
"861781","879853","539"
"861781","879854","565"
"861781","879855","595"
"861781","879856","660"
"861782","879857","647"
"861783","879858","385"
"861784","879859","572"
"861785","879860","595"
"861786","879861","636"
"861788","879863","385"
"861789","879864","383"
"861789","879865","492"
"861789","879866","506"
"861789","879867","633"
"861790","879868","354"
"861791","879869","549"
"861794","879873","647"
"861795","879874","338"
"861795","879875","511"
"861795","879876","533"
"861795","879877","552"
"861795","879878","652"
"861796","879879","557"
"861796","879880","655"
"861797","879881","655"
"861798","879882","502"
"861799","879883","338"
"861799","879884","517"
"861799","879885","528"
"861799","879886","549"
"861799","879887","552"
"861799","879888","557"
"861800","879889","492"
"861800","879890","512"
"861801","879891","405"
"861801","879892","480"
"861801","879893","375"
"861801","879894","514"
"861801","879895","549"
"861802","879896","392"
"861802","879897","427"
"861802","879898","528"
"861802","879899","540"
"861802","879900","616"
"861802","879901","657"
"861802","879902","660"
"861803","879903","314"
"861804","879904","492"
"861804","879905","623"
"861804","879906","595"
"861804","879907","635"
"861805","879908","635"
"861807","879912","656"
"861808","879913","656"
"861809","879914","629"
"861810","879915","642"
"861811","879916","511"
"861812","879917","314"
"861812","879918","435"
"861812","879919","490"
"861814","879921","409"
"861814","879922","625"
"861814","879923","655"
"861815","879924","528"
"861816","879925","314"
"861818","879927","658"
"861819","879928","658"
"861820","879929","658"
"861821","879930","653"
"861821","879931","653"
"861822","879932","652"
"861823","879933","528"
"861823","879934","338"
"861824","879935","657"
"861825","879936","348"
"861828","879939","657"
"861829","879940","409"
"861831","879942","590"
"861831","879943","623"
"861831","879944","629"
"861831","879945","652"
"861831","879946","634"
"861832","879947","634"
"861833","879948","592"
"861833","879949","592"
"861834","879950","633"
"861835","879951","656"
"861836","879952","375"
"861837","879953","385"
"861838","879954","338"
"861838","879955","636"
"861838","879956","512"
"861839","879957","549"
"861839","879958","655"
"861839","879959","660"
"861839","879960","659"
"861840","879961","348"
"861840","879962","375"
"861840","879963","511"
"861840","879964","528"
"861841","879965","385"
"861841","879966","540"
"861842","879967","549"
"861843","879968","476"
"861843","879969","539"
"861843","879970","338"
"861843","879971","651"
"861843","879972","653"
"861844","879973","633"
"861845","879974","383"
"861846","879975","652"
"861847","879976","572"
"861848","879977","636"
"861850","879981","660"
"861852","879984","653"
"861852","879985","655"
"861853","879986","636"
"861854","879987","346"
"861854","879988","660"
"861855","879989","512"
"861855","879990","539"
"861856","879991","557"
"861856","879992","577"
"861857","879993","656"
"861858","879994","634"
"861859","879995","514"
"861859","879996","564"
"861859","879997","338"
"861859","879998","595"
"861859","879999","633"
"861859","880000","652"
"861859","880001","656"
"861860","880002","392"
"861861","880003","595"
"861862","880004","576"
"861862","880005","576"
"861863","880006","512"
"861864","880007","564"
"861865","880008","427"
"861865","880009","314"
"861865","880010","563"
"861865","880011","595"
"861866","880012","563"
"861867","880013","577"
"861867","880014","595"
"861869","880016","409"
"861869","880017","512"
"861870","880018","563"
"861871","880019","392"
"861871","880020","659"
"861871","880021","634"
"861872","880022","656"
"861873","880023","563"
"861874","880024","563"
"861874","880025","608"
"861875","880026","647"
"861876","880027","501"
"861877","880028","501"
"861878","880029","427"
"861878","880030","476"
"861878","880031","544"
"861878","880032","534"
"861878","880033","595"
"861879","880034","511"
"861879","880035","528"
"861879","880036","540"
"861879","880037","549"
"861879","880038","577"
"861879","880039","635"
"861879","880040","635"
"861879","880041","642"
"861880","880042","314"
"861882","880044","314"
"861882","880045","636"
"861882","880046","656"
"861883","880047","348"
"861884","880048","338"
"861885","880049","385"
"861885","880050","517"
"861885","880051","660"
"861886","880052","506"
"861886","880053","511"
"861887","880054","385"
"861888","880055","427"
"861889","880056","595"
"861890","880057","634"
"861893","880066","549"
"861893","880067","656"
"861894","880068","634"
"861895","880069","375"
"861895","880070","595"
"861895","880071","659"
"861896","880072","446"
"861897","880073","394"
"861897","880074","549"
"861897","880075","633"
"861897","880076","652"
"861898","880077","549"
"861899","880078","405"
"861899","880079","514"
"861899","880080","635"
"861900","880081","605"
"861900","880082","657"
"861900","880083","549"
"861901","880084","338"
"861901","880085","534"
"861901","880086","634"
"861901","880087","655"
"861902","880088","566"
"861903","880089","476"
"861903","880090","561"
"861903","880091","635"
"861904","880092","348"
"861904","880093","354"
"861905","880094","395"
"861905","880095","502"
"861905","880096","633"
"861907","880098","565"
"861909","880100","652"
"861910","880101","424"
"861910","880102","539"
"861910","880103","623"
"861910","880104","656"
"861910","880105","657"
"861911","880106","348"
"861911","880107","476"
"861911","880108","586"
"861911","880109","632"
"861911","880110","653"
"861912","880111","435"
"861913","880112","534"
"861913","880113","595"
"861913","880114","634"
"861914","880115","512"
"861914","880116","653"
"861914","880117","656"
"861914","880118","659"
"861914","880119","636"
"861915","880120","503"
"861915","880121","480"
"861916","880122","514"
"861916","880123","514"
"861916","880124","634"
"861916","880125","655"
"861917","880126","492"
"861919","880129","653"
"861920","880130","655"
"861921","880131","395"
"861921","880132","476"
"861921","880133","502"
"861921","880134","435"
"861921","880135","563"
"861921","880136","590"
"861921","880137","466"
"861922","880138","427"
"861922","880139","492"
"861923","880140","375"
"861923","880141","512"
"861923","880142","528"
"861923","880143","549"
"861923","880144","549"
"861923","880145","595"
"861924","880146","314"
"861924","880147","348"
"861924","880148","511"
"861924","880149","528"
"861925","880150","375"
"861925","880151","514"
"861925","880152","544"
"861925","880153","564"
"861925","880154","657"
"861926","880155","314"
"861927","880156","417"
"861927","880157","427"
"861927","880158","514"
"861927","880159","565"
"861928","880160","647"
"861928","880161","651"
"861929","880162","338"
"861930","880163","462"
"861931","880164","592"
"861933","880166","314"
"861934","880167","439"
"861935","880168","648"
"861936","880169","512"
"861936","880170","528"
"861936","880171","577"
"861936","880172","616"
"861936","880173","629"
"861936","880174","629"
"861936","880175","658"
"861937","880176","462"
"861939","880179","348"
"861939","880180","514"
"861939","880181","314"
"861939","880182","647"
"861940","880183","633"
"861940","880184","658"
"861942","880186","501"
"861942","880187","514"
"861942","880188","314"
"861942","880189","338"
"861942","880190","633"
"861944","880192","549"
"861944","880193","651"
"861945","880194","634"
"861945","880195","651"
"861946","880196","590"
"861947","880197","642"
"861948","880198","655"
"861950","880200","659"
"861951","880201","338"
"861952","880202","405"
"861952","880203","549"
"861952","880204","592"
"861953","880205","392"
"861954","880206","385"
"861954","880207","592"
"861954","880208","630"
"861955","880209","646"
"861956","880210","501"
"861956","880211","590"
"861957","880212","595"
"861959","880214","385"
"861959","880215","502"
"861959","880216","552"
"861959","880217","435"
"861959","880218","653"
"861959","880219","655"
"861960","880220","646"
"861961","880221","533"
"861961","880222","656"
"861962","880223","409"
"861962","880224","492"
"861962","880225","375"
"861962","880226","544"
"861962","880227","338"
"861962","880228","653"
"861962","880229","653"
"861962","880230","659"
"861963","880231","657"
"861964","880232","539"
"861965","880233","314"
"861965","880234","514"
"861965","880235","544"
"861965","880236","549"
"861965","880237","656"
"861966","880238","514"
"861967","880239","595"
"861969","880241","502"
"861969","880242","608"
"861970","880243","595"
"861971","880244","395"
"861972","880245","660"
"861973","880246","348"
"861973","880247","375"
"861974","880248","655"
"861975","880249","385"
"861976","880250","646"
"861977","880251","492"
"861977","880252","557"
"861977","880253","608"
"861977","880254","660"
"861978","880255","533"
"861978","880256","633"
"861978","880257","659"
"861979","880258","338"
"861979","880259","501"
"861979","880260","512"
"861979","880261","314"
"861980","880262","652"
"861981","880263","314"
"861981","880264","492"
"861982","880265","564"
"861983","880266","539"
"861983","880267","540"
"861983","880268","564"
"861983","880269","632"
"861984","880270","314"
"861984","880271","608"
"861984","880272","634"
"861984","880273","652"
"861985","880274","395"
"861985","880275","552"
"861985","880276","608"
"861985","880277","629"
"861985","880278","655"
"861987","880280","348"
"861988","880281","392"
"861988","880282","503"
"861988","880283","506"
"861988","880284","540"
"861988","880285","635"
"861988","880286","635"
"861988","880287","656"
"861989","880288","607"
"861989","880289","633"
"861989","880290","655"
"861990","880291","314"
"861991","880292","657"
"861992","880293","314"
"861992","880294","656"
"861993","880295","392"
"861993","880296","462"
"861993","880297","512"
"861994","880298","549"
"861994","880299","561"
"861994","880300","480"
"861994","880301","577"
"861994","880302","642"
"861994","880303","653"
"861994","880304","657"
"861994","880305","660"
"861995","880306","392"
"861995","880307","441"
"861995","880308","549"
"861995","880309","552"
"861995","880310","590"
"861995","880311","634"
"861996","880312","395"
"861997","880313","653"
"861997","880314","653"
"861998","880315","658"
"862001","880318","427"
"862002","880319","577"
"862004","880321","595"
"862005","880322","646"
"862006","880323","634"
"862006","880324","653"
"862006","880325","655"
"862006","880326","652"
"862007","880327","636"
"862008","880328","417"
"862008","880329","557"
"862008","880330","656"
"862009","880331","646"
"862010","880332","656"
"862011","880333","557"
"862012","880334","608"
"862012","880335","633"
"862013","880336","338"
"862013","880337","446"
"862013","880338","502"
"862013","880339","633"
"862013","880340","647"
"862013","880341","656"
"862013","880342","660"
"862014","880343","354"
"862014","880344","635"
"862014","880345","635"
"862014","880346","642"
"862014","880347","655"
"862015","880348","348"
"862016","880349","375"
"862016","880350","534"
"862016","880351","595"
"862016","880352","655"
"862017","880353","623"
"862017","880354","595"
"862019","880356","658"
"862020","880357","646"
"862021","880358","549"
"862021","880359","608"
"862021","880360","651"
"862022","880361","383"
"862022","880362","595"
"862022","880363","657"
"862023","880364","502"
"862023","880365","511"
"862023","880366","533"
"862023","880367","625"
"862023","880368","653"
"862024","880369","563"
"862025","880370","395"
"862025","880371","435"
"862026","880372","634"
"862027","880373","476"
"862028","880374","385"
"862029","880375","338"
"862031","880380","528"
"862032","880381","338"
"862032","880382","608"
"862033","880383","488"
"862033","880384","634"
"862033","880385","644"
"862033","880386","651"
"862034","880387","577"
"862036","880389","385"
"862037","880390","528"
"862038","880391","656"
"862039","880392","514"
"862040","880393","636"
"862042","880395","630"
"862044","880397","405"
"862045","880398","657"
"862046","880399","314"
"862047","880400","395"
"862047","880401","405"
"862047","880402","511"
"862047","880403","540"
"862047","880404","646"
"862048","880405","490"
"862049","880406","375"
"862050","880407","385"
"862051","880408","392"
"862051","880409","503"
"862052","880410","375"
"862054","880412","512"
"862055","880413","634"
"862056","880414","424"
"862056","880415","513"
"862056","880416","534"
"862056","880417","466"
"862056","880418","565"
"862056","880419","642"
"862057","880420","492"
"862057","880421","653"
"862057","880422","659"
"862058","880423","338"
"862058","880424","338"
"862059","880425","512"
"862059","880426","528"
"862059","880427","565"
"862059","880428","595"
"862060","880429","549"
"862060","880430","647"
"862061","880431","338"
"862061","880432","658"
"862062","880433","528"
"862062","880434","582"
"862062","880435","657"
"862062","880436","658"
"862063","880437","392"
"862063","880438","503"
"862063","880439","533"
"862063","880440","623"
"862063","880441","660"
"862064","880442","492"
"862064","880443","517"
"862064","880444","528"
"862065","880445","435"
"862066","880446","656"
"862067","880447","572"
"862067","880448","657"
"862068","880449","630"
"862069","880450","348"
"862069","880451","512"
"862071","880453","533"
"862071","880454","539"
"862071","880455","314"
"862071","880456","635"
"862072","880457","653"
"862073","880458","492"
"862073","880459","533"
"862073","880460","561"
"862073","880461","577"
"862073","880462","633"
"862073","880463","651"
"862073","880464","658"
"862074","880465","424"
"862074","880466","512"
"862075","880467","506"
"862075","880468","506"
"862076","880469","514"
"862076","880470","534"
"862076","880471","338"
"862077","880472","314"
"862079","880478","348"
"862079","880479","629"
"862079","880480","634"
"862081","880482","647"
"862082","880483","435"
"862083","880484","476"
"862083","880485","492"
"862083","880486","480"
"862083","880487","655"
"862084","880488","549"
"862084","880489","633"
"862084","880490","658"
"862085","880491","488"
"862086","880492","573"
"862087","880493","503"
"862087","880494","647"
"862087","880495","656"
"862087","880496","657"
"862089","880498","438"
"862089","880499","503"
"862090","880500","647"
"862091","880501","314"
"862091","880502","427"
"862091","880503","528"
"862091","880504","652"
"862091","880505","656"
"862092","880506","338"
"862092","880507","492"
"862092","880508","549"
"862092","880509","435"
"862092","880510","660"
"862094","880512","646"
"862095","880513","656"
"862096","880514","427"
"862096","880515","502"
"862096","880516","563"
"862096","880517","656"
"862097","880518","528"
"862097","880519","595"
"862098","880520","646"
"862099","880521","549"
"862099","880522","616"
"862099","880523","655"
"862099","880524","652"
"862100","880525","552"
"862101","880526","528"
"862101","880527","655"
"862102","880528","657"
"862103","880529","563"
"862104","880530","646"
"862105","880531","655"
"862106","880532","392"
"862107","880533","506"
"862107","880534","375"
"862107","880535","511"
"862107","880536","528"
"862107","880537","549"
"862108","880538","385"
"862108","880539","392"
"862108","880540","503"
"862108","880541","512"
"862108","880542","314"
"862108","880543","629"
"862112","880549","392"
"862112","880550","533"
"862112","880551","659"
"862113","880552","392"
"862115","880554","647"
"862116","880555","348"
"862116","880556","392"
"862116","880557","528"
"862116","880558","549"
"862117","880559","338"
"862118","880560","634"
"862120","880562","427"
"862122","880564","385"
"862122","880565","544"
"862122","880566","653"
"862124","880571","392"
"862124","880572","492"
"862124","880573","528"
"862125","880574","476"
"862125","880575","492"
"862125","880576","514"
"862125","880577","635"
"862126","880578","625"
"862127","880579","462"
"862127","880580","540"
"862127","880581","655"
"862128","880582","512"
"862129","880583","544"
"862129","880584","623"
"862130","880585","625"
"862130","880586","655"
"862132","880588","385"
"862132","880589","392"
"862132","880590","501"
"862132","880591","634"
"862135","880597","512"
"862135","880598","533"
"862135","880599","660"
"862136","880600","572"
"862136","880601","572"
"862136","880602","577"
"862137","880603","528"
"862139","880605","338"
"862139","880606","485"
"862139","880607","375"
"862139","880608","514"
"862139","880609","549"
"862139","880610","590"
"862139","880611","608"
"862144","880619","533"
"862145","880620","647"
"862146","880621","314"
"862147","880622","375"
"862147","880623","480"
"862147","880624","634"
"862147","880625","513"
"862147","880626","647"
"862148","880627","348"
"862148","880628","514"
"862149","880629","392"
"862150","880630","409"
"862150","880631","586"
"862150","880632","592"
"862150","880633","656"
"862151","880634","656"
"862152","880635","564"
"862152","880636","616"
"862153","880637","655"
"862154","880638","512"
"862154","880639","517"
"862154","880640","528"
"862154","880641","630"
"862155","880642","647"
"862156","880643","646"
"862157","880644","476"
"862157","880645","506"
"862157","880646","634"
"862157","880647","655"
"862158","880648","646"
"862159","880649","511"
"862159","880650","528"
"862160","880651","549"
"862161","880652","656"
"862162","880653","636"
"862163","880654","424"
"862163","880655","577"
"862164","880656","623"
"862165","880657","534"
"862165","880658","549"
"862165","880659","616"
"862165","880660","655"
"862169","880668","480"
"862169","880669","659"
"862170","880670","492"
"862170","880671","657"
"862171","880672","480"
"862172","880673","590"
"862174","880675","625"
"862175","880676","656"
"862176","880677","646"
"862178","880682","656"
"862179","880683","646"
"862181","880685","427"
"862182","880686","501"
"862185","880693","646"
"862186","880694","338"
"862186","880695","636"
"862187","880696","392"
"862187","880697","549"
"862187","880698","590"
"862187","880699","647"
"862189","880701","625"
"862190","880702","492"
"862190","880703","514"
"862190","880704","623"
"862190","880705","595"
"862191","880706","314"
"862192","880707","623"
"862193","880708","528"
"862193","880709","514"
"862193","880710","563"
"862193","880711","635"
"862194","880712","435"
"862195","880713","314"
"862195","880714","528"
"862195","880715","338"
"862196","880717","623"
"862196","880718","632"
"862196","880719","653"
"862196","880720","656"
"862197","880721","385"
"862199","880723","375"
"862200","880724","646"
"862201","880725","651"
"862202","880726","502"
"862203","880727","338"
"862203","880728","511"
"862203","880729","534"
"862203","880730","616"
"862203","880731","660"
"862204","880732","656"
"862205","880733","392"
"862206","880734","409"
"862206","880735","446"
"862206","880736","549"
"862206","880737","651"
"862206","880738","653"
"862208","880740","314"
"862208","880741","435"
"862209","880742","577"
"862210","880743","658"
"862211","880744","512"
"862213","880746","514"
"862214","880747","392"
"862215","880748","656"
"862216","880749","528"
"862217","880750","492"
"862218","880751","647"
"862219","880752","511"
"862220","880753","563"
"862221","880754","646"
"862222","880755","512"
"862223","880756","405"
"862223","880757","338"
"862223","880758","651"
"862224","880759","409"
"862224","880760","514"
"862224","880761","514"
"862224","880762","549"
"862224","880763","657"
"862225","880764","656"
"862226","880765","652"
"862227","880766","435"
"862227","880767","338"
"862227","880768","647"
"862227","880769","656"
"862228","880770","338"
"862228","880771","385"
"862228","880772","435"
"862228","880773","511"
"862228","880774","540"
"862228","880775","660"
"862229","880776","392"
"862231","880778","348"
"862231","880779","392"
"862231","880780","623"
"862233","880782","488"
"862234","880783","409"
"862234","880784","503"
"862234","880785","549"
"862234","880786","656"
"862235","880787","392"
"862236","880788","502"
"862236","880789","512"
"862236","880790","528"
"862236","880791","608"
"862236","880792","633"
"862236","880793","651"
"862239","880796","462"
"862239","880797","528"
"862239","880798","657"
"862240","880799","646"
"862241","880800","338"
"862241","880801","503"
"862241","880802","528"
"862241","880803","539"
"862242","880804","501"
"862242","880805","647"
"862243","880806","512"
"862244","880807","512"
"862245","880808","435"
"862246","880809","528"
"862247","880810","517"
"862247","880811","582"
"862247","880812","608"
"862247","880813","634"
"862247","880814","660"
"862248","880815","511"
"862248","880816","517"
"862248","880817","634"
"862249","880818","590"
"862249","880819","623"
"862249","880820","647"
"862249","880821","659"
"862251","880825","427"
"862251","880826","595"
"862252","880827","656"
"862253","880828","511"
"862253","880829","512"
"862253","880830","528"
"862253","880831","514"
"862253","880832","616"
"862253","880833","660"
"862254","880834","392"
"862255","880835","646"
"862256","880836","595"
"862257","880837","348"
"862258","880838","630"
"862259","880839","595"
"862260","880840","354"
"862260","880841","392"
"862260","880842","492"
"862260","880843","656"
"862262","880845","646"
"862263","880846","514"
"862265","880849","581"
"862265","880850","566"
"862265","880851","658"
"862265","880852","634"
"862266","880853","314"
"862267","880854","511"
"862268","880855","514"
"862269","880856","512"
"862269","880857","549"
"862270","880858","492"
"862270","880859","564"
"862270","880860","634"
"862270","880861","660"
"862271","880862","405"
"862271","880863","506"
"862271","880864","595"
"862272","880865","338"
"862272","880866","501"
"862273","880867","502"
"862273","880868","314"
"862273","880869","608"
"862273","880870","630"
"862274","880871","571"
"862275","880872","314"
"862278","880876","652"
"862279","880877","573"
"862282","880880","492"
"862282","880881","502"
"862282","880882","528"
"862282","880883","636"
"862283","880884","571"
"862285","880886","485"
"862285","880887","492"
"862285","880888","534"
"862285","880889","544"
"862285","880890","338"
"862285","880891","595"
"862285","880892","633"
"862286","880893","462"
"862288","880895","635"
"862288","880896","635"
"862288","880897","642"
"862288","880898","657"
"862289","880899","375"
"862289","880900","595"
"862289","880901","655"
"862290","880902","346"
"862290","880903","446"
"862290","880904","540"
"862291","880905","646"
"862292","880906","528"
"862293","880907","385"
"862293","880908","655"
"862295","880910","435"
"862296","880911","634"
"862297","880912","394"
"862298","880913","534"
"862298","880914","534"
"862298","880915","533"
"862298","880916","578"
"862298","880917","566"
"862300","880919","348"
"862300","880920","528"
"862301","880921","634"
"862302","880922","657"
"862303","880923","385"
"862303","880924","441"
"862303","880925","446"
"862304","880926","528"
"862304","880927","577"
"862304","880928","502"
"862305","880929","462"
"862305","880930","375"
"862305","880931","630"
"862305","880932","657"
"862307","880934","417"
"862307","880935","539"
"862308","880936","354"
"862308","880937","385"
"862308","880938","512"
"862308","880939","549"
"862308","880940","647"
"862309","880941","338"
"862309","880942","435"
"862309","880943","651"
"862310","880944","512"
"862310","880945","577"
"862311","880946","651"
"862312","880947","658"
"862314","880950","375"
"862314","880951","634"
"862314","880952","659"
"862315","880953","514"
"862316","880954","501"
"862316","880955","608"
"862316","880956","657"
"862317","880957","563"
"862318","880958","647"
"862319","880959","348"
"862319","880960","438"
"862319","880961","485"
"862319","880962","512"
"862320","880963","592"
"862321","880964","492"
"862321","880965","375"
"862321","880966","629"
"862321","880967","647"
"862322","880968","492"
"862322","880969","655"
"862322","880970","658"
"862322","880971","660"
"862324","880973","647"
"862324","880974","652"
"862325","880975","534"
"862325","880976","566"
"862326","880977","314"
"862327","880978","658"
"862328","880979","655"
"862329","880980","646"
"862330","880981","647"
"862332","880983","595"
"862333","880984","642"
"862335","880986","424"
"862336","880987","338"
"862337","880988","514"
"862337","880989","514"
"862338","880990","512"
"862339","880991","528"
"862340","880992","595"
"862341","880993","385"
"862341","880994","438"
"862341","880995","512"
"862342","880996","653"
"862342","880997","655"
"862343","880998","647"
"862344","880999","512"
"862346","881004","492"
"862347","881005","512"
"862348","881006","439"
"862348","881007","572"
"862348","881008","634"
"862348","881009","635"
"862348","881010","635"
"862348","881011","653"
"862350","881015","492"
"862351","881016","511"
"862351","881017","375"
"862351","881018","615"
"862351","881019","564"
"862352","881020","658"
"862353","881021","652"
"862356","881025","354"
"862356","881026","438"
"862356","881027","490"
"862357","881028","348"
"862358","881029","635"
"862359","881030","424"
"862359","881031","435"
"862359","881032","512"
"862359","881033","563"
"862359","881034","647"
"862359","881035","652"
"862360","881036","492"
"862360","881037","595"
"862361","881038","595"
"862362","881039","492"
"862362","881040","512"
"862363","881041","392"
"862363","881042","653"
"862363","881043","657"
"862363","881044","549"
"862364","881045","441"
"862364","881046","549"
"862364","881047","634"
"862364","881048","652"
"862364","881049","657"
"862365","881050","634"
"862365","881051","647"
"862366","881052","314"
"862366","881053","652"
"862367","881054","573"
"862367","881055","586"
"862367","881056","625"
"862368","881057","514"
"862368","881058","572"
"862368","881059","623"
"862368","881060","634"
"862369","881061","653"
"862370","881062","481"
"862370","881063","481"
"862370","881064","513"
"862371","881065","549"
"862371","881066","435"
"862372","881067","655"
"862373","881068","634"
"862374","881069","646"
"862375","881070","427"
"862375","881071","544"
"862375","881072","534"
"862375","881073","595"
"862376","881074","338"
"862376","881075","549"
"862376","881076","656"
"862376","881077","657"
"862377","881078","435"
"862378","881079","646"
"862379","881080","646"
"862380","881081","517"
"862382","881083","338"
"862383","881084","417"
"862383","881085","512"
"862383","881086","581"
"862384","881087","513"
"862384","881088","655"
"862385","881089","392"
"862385","881090","441"
"862385","881091","549"
"862385","881092","435"
"862385","881093","647"
"862386","881094","640"
"862387","881095","549"
"862387","881096","564"
"862387","881097","635"
"862388","881098","634"
"862389","881099","354"
"862390","881100","435"
"862390","881101","528"
"862391","881102","514"
"862391","881103","577"
"862391","881104","655"
"862392","881105","512"
"862392","881106","528"
"862392","881107","540"
"862392","881108","647"
"862392","881109","659"
"862393","881110","571"
"862394","881111","544"
"862395","881112","314"
"862395","881113","346"
"862395","881114","502"
"862395","881115","646"
"862395","881116","657"
"862396","881117","652"
"862397","881118","314"
"862397","881119","549"
"862397","881120","561"
"862397","881121","595"
"862397","881122","636"
"862399","881124","492"
"862399","881125","528"
"862400","881126","514"
"862400","881127","656"
"862400","881128","658"
"862400","881129","659"
"862401","881130","647"
"862402","881131","338"
"862403","881132","427"
"862403","881133","435"
"862403","881134","512"
"862403","881135","595"
"862404","881136","557"
"862404","881137","572"
"862405","881138","577"
"862405","881139","657"
"862405","881140","633"
"862406","881141","338"
"862406","881142","514"
"862406","881143","514"
"862406","881144","549"
"862406","881145","634"
"862407","881146","492"
"862408","881147","549"
"862408","881148","595"
"862408","881149","656"
"862409","881150","435"
"862409","881151","658"
"862410","881152","646"
"862411","881153","656"
"862414","881156","528"
"862415","881157","634"
"862415","881158","646"
"862415","881159","651"
"862415","881160","652"
"862415","881161","656"
"862415","881162","658"
"862417","881164","446"
"862419","881166","383"
"862419","881167","595"
"862419","881168","501"
"862419","881169","549"
"862421","881172","647"
"862422","881173","653"
"862422","881174","338"
"862423","881175","657"
"862424","881176","636"
"862425","881177","502"
"862426","881178","511"
"862427","881179","549"
"862429","881181","647"
"862430","881182","514"
"862430","881183","577"
"862430","881184","660"
"862430","881185","395"
"862431","881186","514"
"862432","881187","595"
"862433","881188","439"
"862433","881189","528"
"862433","881190","533"
"862433","881191","635"
"862433","881192","642"
"862434","881193","595"
"862434","881194","660"
"862435","881195","528"
"862436","881196","549"
"862437","881197","383"
"862437","881198","528"
"862437","881199","514"
"862437","881200","314"
"862437","881201","577"
"862438","881202","634"
"862439","881203","446"
"862440","881204","512"
"862443","881207","511"
"862444","881208","348"
"862444","881209","514"
"862444","881210","314"
"862444","881211","595"
"862444","881212","642"
"862445","881213","314"
"862445","881214","549"
"862445","881215","634"
"862445","881216","652"
"862445","881217","658"
"862447","881219","577"
"862448","881220","514"
"862448","881221","655"
"862448","881222","656"
"862449","881223","435"
"862452","881227","385"
"862452","881228","514"
"862452","881229","634"
"862452","881230","647"
"862453","881231","492"
"862453","881232","607"
"862453","881233","646"
"862453","881234","660"
"862455","881236","385"
"862455","881237","392"
"862455","881238","462"
"862455","881239","503"
"862457","881241","338"
"862458","881242","517"
"862459","881243","476"
"862459","881244","511"
"862459","881245","512"
"862459","881246","552"
"862459","881247","651"
"862460","881248","625"
"862460","881249","655"
"862461","881250","646"
"862462","881251","435"
"862463","881252","435"
"862464","881253","658"
"862465","881254","657"
"862466","881255","314"
"862466","881256","502"
"862466","881257","634"
"862467","881258","528"
"862469","881263","653"
"862470","881264","492"
"862471","881265","658"
"862473","881267","659"
"862474","881268","533"
"862474","881269","549"
"862474","881270","616"
"862474","881271","634"
"862474","881272","647"
"862475","881273","427"
"862475","881274","549"
"862475","881275","314"
"862475","881276","590"
"862475","881277","656"
"862476","881278","427"
"862477","881279","595"
"862479","881281","595"
"862480","881282","348"
"862480","881283","480"
"862480","881284","656"
"862481","881285","647"
"862482","881286","427"
"862482","881287","534"
"862482","881288","534"
"862482","881289","544"
"862482","881290","615"
"862482","881291","652"
"862483","881292","549"
"862486","881296","646"
"862487","881297","338"
"862489","881299","549"
"862490","881300","549"
"862491","881301","512"
"862491","881302","514"
"862491","881303","338"
"862491","881304","651"
"862492","881305","633"
"862494","881308","514"
"862494","881309","514"
"862494","881310","544"
"862494","881311","534"
"862494","881312","577"
"862495","881313","392"
"862499","881318","658"
"862500","881319","395"
"862500","881320","375"
"862500","881321","647"
"862500","881322","657"
"862500","881323","659"
